shot_id,action_type,combined_shot_type,loc_x,loc_y,period,playoffs,season,shot_made_flag,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,opponent,time_remaining,true_distance,3pt_goal,game_year,game_month,game_day,game_dayofweek,game_at_home
2835,Turnaround Jump Shot,Jump Shot,161,15,1,0,2001,1.0,Right Side(R),Mid-Range,16-24 ft.,2002-03-22,DET,3,16.1697247967,0,2002,3,22,4,1
2836,Jump Shot,Jump Shot,16,156,2,0,2001,0.0,Center(C),Mid-Range,8-16 ft.,2002-03-22,DET,706,15.6818366271,0,2002,3,22,4,1
2837,Driving Layup Shot,Layup,0,0,2,0,2001,1.0,Center(C),Restricted Area,Less Than 8 ft.,2002-03-22,DET,315,0.0,0,2002,3,22,4,1
2838,Jump Shot,Jump Shot,-126,-2,4,0,2001,0.0,Left Side(L),Mid-Range,8-16 ft.,2002-03-22,DET,473,12.6015872016,0,2002,3,22,4,1
2839,Jump Shot,Jump Shot,203,30,4,0,2001,0.0,Right Side(R),Mid-Range,16-24 ft.,2002-03-22,DET,395,20.5204775773,0,2002,3,22,4,1
2840,Jump Shot,Jump Shot,-168,59,4,0,2001,0.0,Left Side(L),Mid-Range,16-24 ft.,2002-03-22,DET,355,17.8058978993,0,2002,3,22,4,1
2841,Jump Shot,Jump Shot,81,192,4,0,2001,0.0,Right Side Center(RC),Mid-Range,16-24 ft.,2002-03-22,DET,129,20.8386659842,0,2002,3,22,4,1
2842,Driving Layup Shot,Layup,0,0,4,0,2001,,Center(C),Restricted Area,Less Than 8 ft.,2002-03-22,DET,24,0.0,0,2002,3,22,4,1
2843,Jump Shot,Jump Shot,37,7,1,0,2001,1.0,Center(C),Restricted Area,Less Than 8 ft.,2002-03-24,SAC,643,3.76563407675,0,2002,3,24,6,0
2844,Jump Shot,Jump Shot,142,150,1,0,2001,0.0,Right Side Center(RC),Mid-Range,16-24 ft.,2002-03-24,SAC,608,20.6552656725,0,2002,3,24,6,0
2845,Driving Layup Shot,Layup,0,0,1,0,2001,1.0,Center(C),Restricted Area,Less Than 8 ft.,2002-03-24,SAC,493,0.0,0,2002,3,24,6,0
2846,Jump Shot,Jump Shot,-48,28,1,0,2001,0.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2002-03-24,SAC,452,5.55697759578,0,2002,3,24,6,0
2847,Alley Oop Layup shot,Layup,0,0,1,0,2001,,Center(C),Restricted Area,Less Than 8 ft.,2002-03-24,SAC,371,0.0,0,2002,3,24,6,0
2848,Jump Shot,Jump Shot,-168,17,1,0,2001,,Left Side(L),Mid-Range,16-24 ft.,2002-03-24,SAC,214,16.8857928449,0,2002,3,24,6,0
2849,Driving Layup Shot,Layup,0,0,1,0,2001,1.0,Center(C),Restricted Area,Less Than 8 ft.,2002-03-24,SAC,116,0.0,0,2002,3,24,6,0
2850,Jump Shot,Jump Shot,16,160,1,0,2001,0.0,Center(C),Mid-Range,16-24 ft.,2002-03-24,SAC,28,16.0798009938,0,2002,3,24,6,0
2851,Driving Layup Shot,Layup,0,0,2,0,2001,0.0,Center(C),Restricted Area,Less Than 8 ft.,2002-03-24,SAC,608,0.0,0,2002,3,24,6,0
2852,Jump Shot,Jump Shot,43,85,2,0,2001,1.0,Center(C),In The Paint (Non-RA),8-16 ft.,2002-03-24,SAC,553,9.52575456329,0,2002,3,24,6,0
2853,Jump Shot,Jump Shot,-111,127,3,0,2001,1.0,Left Side Center(LC),Mid-Range,16-24 ft.,2002-03-24,SAC,248,16.8671277934,0,2002,3,24,6,0
2854,Jump Shot,Jump Shot,85,112,3,0,2001,0.0,Right Side(R),Mid-Range,8-16 ft.,2002-03-24,SAC,97,14.0602275942,0,2002,3,24,6,0
2855,Jump Shot,Jump Shot,121,34,3,0,2001,1.0,Right Side(R),Mid-Range,8-16 ft.,2002-03-24,SAC,65,12.5686116974,0,2002,3,24,6,0
2856,Jump Shot,Jump Shot,150,34,3,0,2001,1.0,Right Side(R),Mid-Range,8-16 ft.,2002-03-24,SAC,41,15.3805071438,0,2002,3,24,6,0
2857,Jump Shot,Jump Shot,191,295,3,0,2001,0.0,Right Side Center(RC),Above the Break 3,24+ ft.,2002-03-24,SAC,0,35.1434204368,1,2002,3,24,6,0
2858,Jump Shot,Jump Shot,163,93,4,0,2001,1.0,Right Side(R),Mid-Range,16-24 ft.,2002-03-24,SAC,334,18.7664594423,0,2002,3,24,6,0
2859,Jump Shot,Jump Shot,58,127,4,0,2001,0.0,Center(C),In The Paint (Non-RA),8-16 ft.,2002-03-24,SAC,268,13.9617334167,0,2002,3,24,6,0
2860,Running Hook Shot,Hook Shot,43,34,4,0,2001,1.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2002-03-24,SAC,188,5.48178802947,0,2002,3,24,6,0
2861,Jump Shot,Jump Shot,136,93,4,0,2001,0.0,Right Side(R),Mid-Range,16-24 ft.,2002-03-24,SAC,133,16.4757397406,0,2002,3,24,6,0
2862,Driving Layup Shot,Layup,0,0,4,0,2001,1.0,Center(C),Restricted Area,Less Than 8 ft.,2002-03-24,SAC,66,0.0,0,2002,3,24,6,0
2863,Fadeaway Jump Shot,Jump Shot,150,51,4,0,2001,1.0,Right Side(R),Mid-Range,8-16 ft.,2002-03-24,SAC,36,15.8432951118,0,2002,3,24,6,0
2864,Jump Shot,Jump Shot,18,177,1,0,2001,0.0,Center(C),Mid-Range,16-24 ft.,2002-03-26,CLE,514,17.7912900038,0,2002,3,26,1,1
2865,Jump Shot,Jump Shot,125,222,1,0,2001,1.0,Right Side Center(RC),Above the Break 3,24+ ft.,2002-03-26,CLE,385,25.477244749,1,2002,3,26,1,1
2866,Layup Shot,Layup,0,0,1,0,2001,1.0,Center(C),Restricted Area,Less Than 8 ft.,2002-03-26,CLE,233,0.0,0,2002,3,26,1,1
2867,Jump Shot,Jump Shot,119,181,1,0,2001,1.0,Right Side Center(RC),Mid-Range,16-24 ft.,2002-03-26,CLE,169,21.6614865603,0,2002,3,26,1,1
2868,Jump Shot,Jump Shot,-178,0,1,0,2001,,Left Side(L),Mid-Range,16-24 ft.,2002-03-26,CLE,14,17.8,0,2002,3,26,1,1
2869,Turnaround Jump Shot,Jump Shot,-23,268,2,0,2001,0.0,Center(C),Above the Break 3,24+ ft.,2002-03-26,CLE,676,26.8985129701,1,2002,3,26,1,1
2870,Jump Shot,Jump Shot,146,-13,3,0,2001,,Right Side(R),Mid-Range,8-16 ft.,2002-03-26,CLE,493,14.6577624486,0,2002,3,26,1,1
2871,Jump Shot,Jump Shot,-145,118,3,0,2001,0.0,Left Side Center(LC),Mid-Range,16-24 ft.,2002-03-26,CLE,426,18.6946516416,0,2002,3,26,1,1
2872,Reverse Layup Shot,Layup,0,0,3,0,2001,1.0,Center(C),Restricted Area,Less Than 8 ft.,2002-03-26,CLE,280,0.0,0,2002,3,26,1,1
2873,Fadeaway Jump Shot,Jump Shot,125,78,3,0,2001,1.0,Right Side(R),Mid-Range,8-16 ft.,2002-03-26,CLE,209,14.733974345,0,2002,3,26,1,1
2874,Jump Shot,Jump Shot,-117,150,1,0,2001,0.0,Left Side Center(LC),Mid-Range,16-24 ft.,2002-03-27,PHX,425,19.023406635,0,2002,3,27,2,0
2875,Tip Shot,Tip Shot,0,0,1,0,2001,0.0,Center(C),Restricted Area,Less Than 8 ft.,2002-03-27,PHX,203,0.0,0,2002,3,27,2,0
2876,Jump Shot,Jump Shot,134,30,1,0,2001,0.0,Right Side(R),Mid-Range,8-16 ft.,2002-03-27,PHX,178,13.731715115,0,2002,3,27,2,0
2877,Reverse Layup Shot,Layup,0,0,1,0,2001,1.0,Center(C),Restricted Area,Less Than 8 ft.,2002-03-27,PHX,151,0.0,0,2002,3,27,2,0
2878,Jump Shot,Jump Shot,-176,15,1,0,2001,0.0,Left Side(L),Mid-Range,16-24 ft.,2002-03-27,PHX,44,17.6638047996,0,2002,3,27,2,0
2879,Layup Shot,Layup,0,0,2,0,2001,0.0,Center(C),Restricted Area,Less Than 8 ft.,2002-03-27,PHX,691,0.0,0,2002,3,27,2,0
2880,Jump Shot,Jump Shot,127,55,2,0,2001,1.0,Right Side(R),Mid-Range,8-16 ft.,2002-03-27,PHX,332,13.8397976864,0,2002,3,27,2,0
2881,Layup Shot,Layup,0,0,2,0,2001,0.0,Center(C),Restricted Area,Less Than 8 ft.,2002-03-27,PHX,242,0.0,0,2002,3,27,2,0
2882,Layup Shot,Layup,0,0,2,0,2001,0.0,Center(C),Restricted Area,Less Than 8 ft.,2002-03-27,PHX,197,0.0,0,2002,3,27,2,0
2883,Layup Shot,Layup,0,0,2,0,2001,1.0,Center(C),Restricted Area,Less Than 8 ft.,2002-03-27,PHX,135,0.0,0,2002,3,27,2,0
2884,Turnaround Jump Shot,Jump Shot,-31,59,2,0,2001,1.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2002-03-27,PHX,74,6.66483308118,0,2002,3,27,2,0
2885,Jump Shot,Jump Shot,127,76,2,0,2001,,Right Side(R),Mid-Range,8-16 ft.,2002-03-27,PHX,0,14.800337834,0,2002,3,27,2,0
2886,Jump Shot,Jump Shot,-88,160,3,0,2001,,Left Side Center(LC),Mid-Range,16-24 ft.,2002-03-27,PHX,636,18.2603395368,0,2002,3,27,2,0
2887,Turnaround Jump Shot,Jump Shot,-10,66,3,0,2001,1.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2002-03-27,PHX,492,6.67532770731,0,2002,3,27,2,0
2888,Jump Shot,Jump Shot,178,184,3,0,2001,0.0,Right Side Center(RC),Above the Break 3,24+ ft.,2002-03-27,PHX,416,25.6007812381,1,2002,3,27,2,0
2889,Turnaround Jump Shot,Jump Shot,-58,15,3,0,2001,,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2002-03-27,PHX,365,5.9908263203,0,2002,3,27,2,0
2890,Jump Shot,Jump Shot,-124,0,3,0,2001,1.0,Left Side(L),Mid-Range,8-16 ft.,2002-03-27,PHX,320,12.4,0,2002,3,27,2,0
2891,Jump Shot,Jump Shot,3,93,3,0,2001,0.0,Center(C),In The Paint (Non-RA),8-16 ft.,2002-03-27,PHX,285,9.30483745156,0,2002,3,27,2,0
2892,Jump Shot,Jump Shot,127,76,3,0,2001,1.0,Right Side(R),Mid-Range,8-16 ft.,2002-03-27,PHX,37,14.800337834,0,2002,3,27,2,0
2893,Jump Shot,Jump Shot,148,4,3,0,2001,0.0,Right Side(R),Mid-Range,8-16 ft.,2002-03-27,PHX,4,14.8054044187,0,2002,3,27,2,0
2894,Jump Shot,Jump Shot,-71,158,1,0,2001,1.0,Left Side Center(LC),Mid-Range,16-24 ft.,2002-03-29,POR,622,17.3219513912,0,2002,3,29,4,1
2895,Jump Shot,Jump Shot,-101,152,1,0,2001,1.0,Left Side Center(LC),Mid-Range,16-24 ft.,2002-03-29,POR,543,18.249657531,0,2002,3,29,4,1
2896,Jump Shot,Jump Shot,-29,215,1,0,2001,1.0,Center(C),Mid-Range,16-24 ft.,2002-03-29,POR,392,21.6946998135,0,2002,3,29,4,1
2897,Jump Shot,Jump Shot,110,198,1,0,2001,1.0,Right Side Center(RC),Mid-Range,16-24 ft.,2002-03-29,POR,359,22.6503863102,0,2002,3,29,4,1
2898,Jump Shot,Jump Shot,-145,72,1,0,2001,0.0,Left Side(L),Mid-Range,16-24 ft.,2002-03-29,POR,309,16.1891939268,0,2002,3,29,4,1
2899,Fadeaway Jump Shot,Jump Shot,83,152,1,0,2001,0.0,Right Side Center(RC),Mid-Range,16-24 ft.,2002-03-29,POR,271,17.3184872319,0,2002,3,29,4,1
2900,Jump Shot,Jump Shot,-202,26,1,0,2001,1.0,Left Side(L),Mid-Range,16-24 ft.,2002-03-29,POR,231,20.366639389,0,2002,3,29,4,1
2901,Jump Shot,Jump Shot,-1,181,1,0,2001,1.0,Center(C),Mid-Range,16-24 ft.,2002-03-29,POR,172,18.100276241,0,2002,3,29,4,1
2902,Running Jump Shot,Jump Shot,3,141,1,0,2001,1.0,Center(C),Mid-Range,8-16 ft.,2002-03-29,POR,78,14.1031911283,0,2002,3,29,4,1
2903,Jump Shot,Jump Shot,81,175,2,0,2001,,Right Side Center(RC),Mid-Range,16-24 ft.,2002-03-29,POR,155,19.2836718495,0,2002,3,29,4,1
2904,Driving Layup Shot,Layup,0,0,2,0,2001,,Center(C),Restricted Area,Less Than 8 ft.,2002-03-29,POR,34,0.0,0,2002,3,29,4,1
2905,Jump Shot,Jump Shot,75,179,2,0,2001,0.0,Right Side Center(RC),Mid-Range,16-24 ft.,2002-03-29,POR,0,19.4077304186,0,2002,3,29,4,1
2906,Running Jump Shot,Jump Shot,-46,47,3,0,2001,1.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2002-03-29,POR,565,6.57647321898,0,2002,3,29,4,1
2907,Jump Shot,Jump Shot,-117,-2,3,0,2001,0.0,Left Side(L),Mid-Range,8-16 ft.,2002-03-29,POR,503,11.7017092769,0,2002,3,29,4,1
2908,Jump Shot,Jump Shot,1,82,3,0,2001,0.0,Center(C),In The Paint (Non-RA),8-16 ft.,2002-03-29,POR,404,8.20060973343,0,2002,3,29,4,1
2909,Jump Shot,Jump Shot,138,13,3,0,2001,1.0,Right Side(R),Mid-Range,8-16 ft.,2002-03-29,POR,336,13.8610966377,0,2002,3,29,4,1
2910,Jump Shot,Jump Shot,117,150,3,0,2001,0.0,Right Side Center(RC),Mid-Range,16-24 ft.,2002-03-29,POR,294,19.023406635,0,2002,3,29,4,1
2911,Layup Shot,Layup,0,0,3,0,2001,0.0,Center(C),Restricted Area,Less Than 8 ft.,2002-03-29,POR,224,0.0,0,2002,3,29,4,1
2912,Driving Layup Shot,Layup,0,0,3,0,2001,1.0,Center(C),Restricted Area,Less Than 8 ft.,2002-03-29,POR,207,0.0,0,2002,3,29,4,1
2913,Jump Shot,Jump Shot,129,99,3,0,2001,0.0,Right Side Center(RC),Mid-Range,16-24 ft.,2002-03-29,POR,175,16.2609962794,0,2002,3,29,4,1
2914,Alley Oop Dunk Shot,Dunk,0,0,3,0,2001,1.0,Center(C),Restricted Area,Less Than 8 ft.,2002-03-29,POR,120,0.0,0,2002,3,29,4,1
2915,Jump Shot,Jump Shot,174,219,3,0,2001,0.0,Right Side Center(RC),Above the Break 3,24+ ft.,2002-03-29,POR,0,27.9708777124,1,2002,3,29,4,1
2916,Jump Shot,Jump Shot,165,2,4,0,2001,0.0,Right Side(R),Mid-Range,16-24 ft.,2002-03-29,POR,625,16.5012120767,0,2002,3,29,4,1
2917,Turnaround Jump Shot,Jump Shot,150,-15,4,0,2001,0.0,Right Side(R),Mid-Range,8-16 ft.,2002-03-29,POR,553,15.0748134317,0,2002,3,29,4,1
2918,Running Jump Shot,Jump Shot,129,99,4,0,2001,,Right Side Center(RC),Mid-Range,16-24 ft.,2002-03-29,POR,366,16.2609962794,0,2002,3,29,4,1
2919,Jump Shot,Jump Shot,-117,122,4,0,2001,,Left Side Center(LC),Mid-Range,16-24 ft.,2002-03-29,POR,227,16.903549923,0,2002,3,29,4,1
2920,Jump Shot,Jump Shot,85,135,1,0,2001,0.0,Right Side(R),Mid-Range,8-16 ft.,2002-03-31,SAS,542,15.9530561335,0,2002,3,31,6,1
2921,Jump Shot,Jump Shot,37,97,1,0,2001,0.0,Center(C),In The Paint (Non-RA),8-16 ft.,2002-03-31,SAS,511,10.3817146946,0,2002,3,31,6,1
2922,Jump Shot,Jump Shot,100,152,1,0,2001,,Right Side Center(RC),Mid-Range,16-24 ft.,2002-03-31,SAS,324,18.1945046649,0,2002,3,31,6,1
2923,Jump Shot,Jump Shot,64,101,1,0,2001,,Right Side(R),In The Paint (Non-RA),8-16 ft.,2002-03-31,SAS,252,11.9570063143,0,2002,3,31,6,1
2924,Driving Layup Shot,Layup,0,0,1,0,2001,1.0,Center(C),Restricted Area,Less Than 8 ft.,2002-03-31,SAS,171,0.0,0,2002,3,31,6,1
2925,Running Jump Shot,Jump Shot,37,61,1,0,2001,1.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2002-03-31,SAS,134,7.13442359269,0,2002,3,31,6,1
2926,Running Jump Shot,Jump Shot,-27,51,1,0,2001,1.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2002-03-31,SAS,82,5.7706152185,0,2002,3,31,6,1
2927,Driving Layup Shot,Layup,0,0,1,0,2001,1.0,Center(C),Restricted Area,Less Than 8 ft.,2002-03-31,SAS,52,0.0,0,2002,3,31,6,1
2928,Turnaround Jump Shot,Jump Shot,85,125,1,0,2001,1.0,Right Side(R),Mid-Range,8-16 ft.,2002-03-31,SAS,4,15.1162164578,0,2002,3,31,6,1
2929,Jump Shot,Jump Shot,22,85,2,0,2001,0.0,Center(C),In The Paint (Non-RA),8-16 ft.,2002-03-31,SAS,677,8.7800911157,0,2002,3,31,6,1
2930,Jump Shot,Jump Shot,51,97,2,0,2001,0.0,Center(C),In The Paint (Non-RA),8-16 ft.,2002-03-31,SAS,662,10.9590145542,0,2002,3,31,6,1
2931,Jump Shot,Jump Shot,144,40,2,0,2001,,Right Side(R),Mid-Range,8-16 ft.,2002-03-31,SAS,481,14.9452333538,0,2002,3,31,6,1
2932,Jump Shot,Jump Shot,153,97,2,0,2001,1.0,Right Side(R),Mid-Range,16-24 ft.,2002-03-31,SAS,473,18.1157390134,0,2002,3,31,6,1
2933,Jump Shot,Jump Shot,-119,68,2,0,2001,0.0,Left Side(L),Mid-Range,8-16 ft.,2002-03-31,SAS,429,13.7058381721,0,2002,3,31,6,1
2934,Turnaround Jump Shot,Jump Shot,123,11,2,0,2001,1.0,Right Side(R),Mid-Range,8-16 ft.,2002-03-31,SAS,364,12.3490890352,0,2002,3,31,6,1
2935,Follow Up Dunk Shot,Dunk,0,0,2,0,2001,1.0,Center(C),Restricted Area,Less Than 8 ft.,2002-03-31,SAS,179,0.0,0,2002,3,31,6,1
2936,Running Jump Shot,Jump Shot,0,0,3,0,2001,1.0,Center(C),Restricted Area,Less Than 8 ft.,2002-03-31,SAS,656,0.0,0,2002,3,31,6,1
2937,Jump Shot,Jump Shot,-141,125,3,0,2001,0.0,Left Side Center(LC),Mid-Range,16-24 ft.,2002-03-31,SAS,595,18.8430358488,0,2002,3,31,6,1
2938,Jump Shot,Jump Shot,51,21,3,0,2001,0.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2002-03-31,SAS,462,5.51543289326,0,2002,3,31,6,1
2939,Layup Shot,Layup,0,0,3,0,2001,1.0,Center(C),Restricted Area,Less Than 8 ft.,2002-03-31,SAS,241,0.0,0,2002,3,31,6,1
2940,Jump Shot,Jump Shot,7,152,4,0,2001,0.0,Center(C),Mid-Range,8-16 ft.,2002-03-31,SAS,668,15.2161098839,0,2002,3,31,6,1
2941,Layup Shot,Layup,0,0,4,0,2001,0.0,Center(C),Restricted Area,Less Than 8 ft.,2002-03-31,SAS,454,0.0,0,2002,3,31,6,1
2942,Jump Shot,Jump Shot,138,11,4,0,2001,0.0,Right Side(R),Mid-Range,8-16 ft.,2002-03-31,SAS,344,13.8437711625,0,2002,3,31,6,1
2943,Layup Shot,Layup,0,0,4,0,2001,0.0,Center(C),Restricted Area,Less Than 8 ft.,2002-03-31,SAS,33,0.0,0,2002,3,31,6,1
2944,Running Jump Shot,Jump Shot,140,-36,1,0,2001,1.0,Right Side(R),Mid-Range,8-16 ft.,2002-04-02,WAS,705,14.4554487997,0,2002,4,2,1,0
2945,Jump Shot,Jump Shot,-84,154,1,0,2001,,Left Side Center(LC),Mid-Range,16-24 ft.,2002-04-02,WAS,640,17.5419497206,0,2002,4,2,1,0
2946,Jump Shot,Jump Shot,54,7,1,0,2001,0.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2002-04-02,WAS,449,5.44518135602,0,2002,4,2,1,0
2947,Driving Layup Shot,Layup,-4,2,1,0,2001,1.0,Center(C),Restricted Area,Less Than 8 ft.,2002-04-02,WAS,265,0.4472135955,0,2002,4,2,1,0
2948,Slam Dunk Shot,Dunk,1,2,1,0,2001,1.0,Center(C),Restricted Area,Less Than 8 ft.,2002-04-02,WAS,210,0.22360679775,0,2002,4,2,1,0
2949,Jump Shot,Jump Shot,-170,-2,1,0,2001,0.0,Left Side(L),Mid-Range,16-24 ft.,2002-04-02,WAS,77,17.0011764299,0,2002,4,2,1,0
2950,Running Dunk Shot,Dunk,-4,-8,1,0,2001,1.0,Center(C),Restricted Area,Less Than 8 ft.,2002-04-02,WAS,67,0.894427191,0,2002,4,2,1,0
2951,Jump Shot,Jump Shot,182,-8,2,0,2001,0.0,Right Side(R),Mid-Range,16-24 ft.,2002-04-02,WAS,628,18.2175739329,0,2002,4,2,1,0
2952,Slam Dunk Shot,Dunk,-12,-8,2,0,2001,1.0,Center(C),Restricted Area,Less Than 8 ft.,2002-04-02,WAS,364,1.44222051019,0,2002,4,2,1,0
2953,Jump Shot,Jump Shot,16,114,2,0,2001,1.0,Center(C),In The Paint (Non-RA),8-16 ft.,2002-04-02,WAS,299,11.5117331449,0,2002,4,2,1,0
2954,Jump Shot,Jump Shot,75,47,2,0,2001,0.0,Right Side(R),In The Paint (Non-RA),8-16 ft.,2002-04-02,WAS,191,8.85098864534,0,2002,4,2,1,0
2955,Jump Shot,Jump Shot,110,135,2,0,2001,,Right Side Center(RC),Mid-Range,16-24 ft.,2002-04-02,WAS,49,17.4140747673,0,2002,4,2,1,0
2956,Jump Shot,Jump Shot,60,125,3,0,2001,0.0,Center(C),In The Paint (Non-RA),8-16 ft.,2002-04-02,WAS,488,13.8654246239,0,2002,4,2,1,0
2957,Reverse Layup Shot,Layup,0,0,1,0,2001,,Center(C),Restricted Area,Less Than 8 ft.,2002-04-03,NJN,559,0.0,0,2002,4,3,2,0
2958,Jump Shot,Jump Shot,-35,219,1,0,2001,0.0,Center(C),Mid-Range,16-24 ft.,2002-04-03,NJN,502,22.1779169446,0,2002,4,3,2,0
2959,Turnaround Jump Shot,Jump Shot,-132,0,1,0,2001,0.0,Left Side(L),Mid-Range,8-16 ft.,2002-04-03,NJN,428,13.2,0,2002,4,3,2,0
2960,Driving Layup Shot,Layup,0,0,1,0,2001,,Center(C),Restricted Area,Less Than 8 ft.,2002-04-03,NJN,315,0.0,0,2002,4,3,2,0
2961,Jump Shot,Jump Shot,-67,165,1,0,2001,0.0,Left Side Center(LC),Mid-Range,16-24 ft.,2002-04-03,NJN,258,17.8084249725,0,2002,4,3,2,0
2962,Turnaround Jump Shot,Jump Shot,11,165,1,0,2001,1.0,Center(C),Mid-Range,16-24 ft.,2002-04-03,NJN,97,16.5366260162,0,2002,4,3,2,0
2963,Jump Shot,Jump Shot,-92,7,2,0,2001,,Left Side(L),Mid-Range,8-16 ft.,2002-04-03,NJN,464,9.22659200355,0,2002,4,3,2,0
2964,Jump Shot,Jump Shot,150,34,2,0,2001,1.0,Right Side(R),Mid-Range,8-16 ft.,2002-04-03,NJN,311,15.3805071438,0,2002,4,3,2,0
2965,Jump Shot,Jump Shot,167,76,2,0,2001,0.0,Right Side(R),Mid-Range,16-24 ft.,2002-04-03,NJN,277,18.3480244168,0,2002,4,3,2,0
2966,Dunk Shot,Dunk,0,0,2,0,2001,,Center(C),Restricted Area,Less Than 8 ft.,2002-04-03,NJN,58,0.0,0,2002,4,3,2,0
2967,Jump Shot,Jump Shot,85,186,2,0,2001,0.0,Right Side Center(RC),Mid-Range,16-24 ft.,2002-04-03,NJN,1,20.4501833733,0,2002,4,3,2,0
2968,Jump Shot,Jump Shot,-141,28,3,0,2001,1.0,Left Side(L),Mid-Range,8-16 ft.,2002-04-03,NJN,671,14.3753260833,0,2002,4,3,2,0
2969,Running Jump Shot,Jump Shot,-75,19,3,0,2001,1.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2002-04-03,NJN,596,7.73692445355,0,2002,4,3,2,0
2970,Jump Shot,Jump Shot,70,110,3,0,2001,1.0,Right Side(R),In The Paint (Non-RA),8-16 ft.,2002-04-03,NJN,457,13.0384048104,0,2002,4,3,2,0
2971,Fadeaway Jump Shot,Jump Shot,136,7,3,0,2001,0.0,Right Side(R),Mid-Range,8-16 ft.,2002-04-03,NJN,417,13.6180027904,0,2002,4,3,2,0
2972,Running Jump Shot,Jump Shot,54,47,3,0,2001,,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2002-04-03,NJN,386,7.15891053164,0,2002,4,3,2,0
2973,Jump Shot,Jump Shot,-101,129,3,0,2001,0.0,Left Side Center(LC),Mid-Range,16-24 ft.,2002-04-03,NJN,285,16.3835283135,0,2002,4,3,2,0
2974,Jump Shot,Jump Shot,3,101,3,0,2001,,Center(C),In The Paint (Non-RA),8-16 ft.,2002-04-03,NJN,210,10.1044544633,0,2002,4,3,2,0
2975,Fadeaway Jump Shot,Jump Shot,127,76,3,0,2001,0.0,Right Side(R),Mid-Range,8-16 ft.,2002-04-03,NJN,171,14.800337834,0,2002,4,3,2,0
2976,Turnaround Jump Shot,Jump Shot,94,34,3,0,2001,1.0,Right Side(R),Mid-Range,8-16 ft.,2002-04-03,NJN,94,9.99599919968,0,2002,4,3,2,0
2977,Jump Shot,Jump Shot,150,0,3,0,2001,1.0,Right Side(R),Mid-Range,8-16 ft.,2002-04-03,NJN,34,15.0,0,2002,4,3,2,0
2978,Driving Layup Shot,Layup,0,0,4,0,2001,0.0,Center(C),Restricted Area,Less Than 8 ft.,2002-04-03,NJN,640,0.0,0,2002,4,3,2,0
2979,Driving Layup Shot,Layup,0,0,4,0,2001,1.0,Center(C),Restricted Area,Less Than 8 ft.,2002-04-03,NJN,628,0.0,0,2002,4,3,2,0
2980,Jump Shot,Jump Shot,54,259,4,0,2001,0.0,Center(C),Above the Break 3,24+ ft.,2002-04-03,NJN,555,26.4569461579,1,2002,4,3,2,0
2981,Layup Shot,Layup,0,0,4,0,2001,0.0,Center(C),Restricted Area,Less Than 8 ft.,2002-04-03,NJN,413,0.0,0,2002,4,3,2,0
2982,Jump Shot,Jump Shot,102,13,4,0,2001,,Right Side(R),Mid-Range,8-16 ft.,2002-04-03,NJN,405,10.2825094213,0,2002,4,3,2,0
2983,Jump Shot,Jump Shot,144,-6,4,0,2001,0.0,Right Side(R),Mid-Range,8-16 ft.,2002-04-03,NJN,364,14.4124945794,0,2002,4,3,2,0
2984,Running Jump Shot,Jump Shot,20,61,4,0,2001,,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2002-04-03,NJN,301,6.41950153828,0,2002,4,3,2,0
2985,Jump Shot,Jump Shot,62,177,4,0,2001,0.0,Right Side Center(RC),Mid-Range,16-24 ft.,2002-04-03,NJN,177,18.7544661348,0,2002,4,3,2,0
2986,Layup Shot,Layup,0,0,4,0,2001,0.0,Center(C),Restricted Area,Less Than 8 ft.,2002-04-03,NJN,1,0.0,0,2002,4,3,2,0
2987,Jump Shot,Jump Shot,11,137,1,0,2001,0.0,Center(C),In The Paint (Non-RA),8-16 ft.,2002-04-05,BOS,690,13.7440896388,0,2002,4,5,4,0
2988,Jump Shot,Jump Shot,169,55,1,0,2001,0.0,Right Side(R),Mid-Range,16-24 ft.,2002-04-05,BOS,536,17.7724505907,0,2002,4,5,4,0
2989,Jump Shot,Jump Shot,24,85,1,0,2001,0.0,Center(C),In The Paint (Non-RA),8-16 ft.,2002-04-05,BOS,287,8.8323269867,0,2002,4,5,4,0
2990,Jump Shot,Jump Shot,142,209,1,0,2001,0.0,Right Side Center(RC),Above the Break 3,24+ ft.,2002-04-05,BOS,265,25.2675681457,1,2002,4,5,4,0
2991,Jump Shot,Jump Shot,142,0,1,0,2001,1.0,Right Side(R),Mid-Range,8-16 ft.,2002-04-05,BOS,87,14.2,0,2002,4,5,4,0
